root, time_passes, gvn, instcombine, inline, jump_threading, simplifycfg, sccp, print_used_types, ipsccp, iv_users, licm, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -39,9929193017975
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 25,6843255267588
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -59,3609393734828
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -4,39139287379919
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, -12,2297355937976
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1,69638595374199
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -62,9827178026476
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 17,5074412565019
0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3,96600058484318
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 30,4334451796153
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 30,7739399096707
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6,42308844671585
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 21,9693517237351
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -6,38537481160273
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -52,4652135276303
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 16,7445476805123
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -36,3903906531183
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 28,5261295479145
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1,75218417133999
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -32,2814541833166
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 29,2405517435084
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 4,33751685642879
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, -51,7450151783904
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -62,1500061919323
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7,13528393036619
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -37,2097288672349
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5,72062189968294
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -33,6343064026372
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 39,0317734722943
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -39,1619229276078
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -58,3540055297654
0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 23,6248667044965
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -13,8839108102975
0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -12,256470248147
0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, -29,613552441084
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 10,6646483423309
0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -21,3458766188958
0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, -5,82871954120931
